"region","ålder","2019"
"01 Stockholms län","0",28474
"01 Stockholms län","1",29033
"01 Stockholms län","2",29268
"01 Stockholms län","3",30116
"01 Stockholms län","4",29822
"01 Stockholms län","5",30181
"01 Stockholms län","6",29885
"01 Stockholms län","7",29592
"01 Stockholms län","8",29509
"01 Stockholms län","9",30741
"01 Stockholms län","10",29678
"01 Stockholms län","11",29679
"01 Stockholms län","12",28956
"01 Stockholms län","13",28592
"01 Stockholms län","14",27572
"01 Stockholms län","15",27466
"01 Stockholms län","16",26691
"01 Stockholms län","17",26004
"01 Stockholms län","18",24996
"01 Stockholms län","19",24971
"01 Stockholms län","20",24777
"01 Stockholms län","21",23503
"01 Stockholms län","22",23922
"01 Stockholms län","23",25847
"01 Stockholms län","24",29107
"01 Stockholms län","25",32932
"01 Stockholms län","26",35058
"01 Stockholms län","27",37424
"01 Stockholms län","28",38843
"01 Stockholms län","29",40593
"01 Stockholms län","30",39756
"01 Stockholms län","31",39352
"01 Stockholms län","32",37755
"01 Stockholms län","33",37671
"01 Stockholms län","34",36645
"01 Stockholms län","35",36023
"01 Stockholms län","36",35033
"01 Stockholms län","37",35202
"01 Stockholms län","38",34688
"01 Stockholms län","39",35727
"01 Stockholms län","40",33739
"01 Stockholms län","41",32398
"01 Stockholms län","42",32153
"01 Stockholms län","43",32656
"01 Stockholms län","44",33106
"01 Stockholms län","45",34493
"01 Stockholms län","46",33879
"01 Stockholms län","47",34040
"01 Stockholms län","48",33291
"01 Stockholms län","49",31681
"01 Stockholms län","50",30363
"01 Stockholms län","51",31002
"01 Stockholms län","52",31613
"01 Stockholms län","53",32159
"01 Stockholms län","54",31947
"01 Stockholms län","55",32079
"01 Stockholms län","56",29219
"01 Stockholms län","57",27812
"01 Stockholms län","58",26197
"01 Stockholms län","59",25254
"01 Stockholms län","60",24444
"01 Stockholms län","61",24095
"01 Stockholms län","62",23849
"01 Stockholms län","63",23188
"01 Stockholms län","64",21965
"01 Stockholms län","65",21059
"01 Stockholms län","66",20796
"01 Stockholms län","67",20475
"01 Stockholms län","68",19591
"01 Stockholms län","69",20153
"01 Stockholms län","70",20192
"01 Stockholms län","71",20838
"01 Stockholms län","72",21244
"01 Stockholms län","73",20937
"01 Stockholms län","74",20714
"01 Stockholms län","75",20057
"01 Stockholms län","76",18140
"01 Stockholms län","77",16083
"01 Stockholms län","78",13705
"01 Stockholms län","79",12143
"01 Stockholms län","80",11466
"01 Stockholms län","81",10595
"01 Stockholms län","82",9284
"01 Stockholms län","83",8561
"01 Stockholms län","84",7513
"01 Stockholms län","85",6559
"01 Stockholms län","86",5921
"01 Stockholms län","87",5533
"01 Stockholms län","88",5022
"01 Stockholms län","89",4390
"01 Stockholms län","90",3682
"01 Stockholms län","91",3242
"01 Stockholms län","92",2664
"01 Stockholms län","93",2217
"01 Stockholms län","94",1874
"01 Stockholms län","95",1428
"01 Stockholms län","96",1094
"01 Stockholms län","97",723
"01 Stockholms län","98",565
"01 Stockholms län","99",391
"01 Stockholms län","100+",524
"03 Uppsala län","0",4324
"03 Uppsala län","1",4447
"03 Uppsala län","2",4484
"03 Uppsala län","3",4695
"03 Uppsala län","4",4826
"03 Uppsala län","5",4663
"03 Uppsala län","6",4532
"03 Uppsala län","7",4782
"03 Uppsala län","8",4547
"03 Uppsala län","9",4744
"03 Uppsala län","10",4541
"03 Uppsala län","11",4685
"03 Uppsala län","12",4458
"03 Uppsala län","13",4431
"03 Uppsala län","14",4306
"03 Uppsala län","15",4351
"03 Uppsala län","16",4219
"03 Uppsala län","17",4190
"03 Uppsala län","18",4066
"03 Uppsala län","19",4372
"03 Uppsala län","20",4968
"03 Uppsala län","21",5210
"03 Uppsala län","22",5356
"03 Uppsala län","23",5768
"03 Uppsala län","24",6168
"03 Uppsala län","25",6443
"03 Uppsala län","26",6202
"03 Uppsala län","27",6445
"03 Uppsala län","28",6454
"03 Uppsala län","29",6293
"03 Uppsala län","30",5834
"03 Uppsala län","31",5651
"03 Uppsala län","32",5434
"03 Uppsala län","33",5508
"03 Uppsala län","34",5334
"03 Uppsala län","35",4955
"03 Uppsala län","36",4828
"03 Uppsala län","37",4774
"03 Uppsala län","38",4501
"03 Uppsala län","39",4743
"03 Uppsala län","40",4573
"03 Uppsala län","41",4428
"03 Uppsala län","42",4540
"03 Uppsala län","43",4519
"03 Uppsala län","44",4805
"03 Uppsala län","45",4896
"03 Uppsala län","46",4734
"03 Uppsala län","47",4825
"03 Uppsala län","48",4835
"03 Uppsala län","49",4446
"03 Uppsala län","50",4528
"03 Uppsala län","51",4645
"03 Uppsala län","52",4768
"03 Uppsala län","53",4892
"03 Uppsala län","54",4778
"03 Uppsala län","55",4814
"03 Uppsala län","56",4547
"03 Uppsala län","57",4222
"03 Uppsala län","58",4086
"03 Uppsala län","59",3958
"03 Uppsala län","60",3996
"03 Uppsala län","61",4060
"03 Uppsala län","62",3992
"03 Uppsala län","63",4137
"03 Uppsala län","64",3861
"03 Uppsala län","65",3861
"03 Uppsala län","66",3809
"03 Uppsala län","67",3805
"03 Uppsala län","68",3667
"03 Uppsala län","69",3863
"03 Uppsala län","70",4037
"03 Uppsala län","71",4189
"03 Uppsala län","72",4063
"03 Uppsala län","73",3953
"03 Uppsala län","74",3919
"03 Uppsala län","75",3745
"03 Uppsala län","76",3318
"03 Uppsala län","77",2985
"03 Uppsala län","78",2392
"03 Uppsala län","79",2225
"03 Uppsala län","80",2162
"03 Uppsala län","81",1965
"03 Uppsala län","82",1768
"03 Uppsala län","83",1562
"03 Uppsala län","84",1393
"03 Uppsala län","85",1320
"03 Uppsala län","86",1199
"03 Uppsala län","87",1038
"03 Uppsala län","88",944
"03 Uppsala län","89",824
"03 Uppsala län","90",684
"03 Uppsala län","91",603
"03 Uppsala län","92",478
"03 Uppsala län","93",394
"03 Uppsala län","94",341
"03 Uppsala län","95",247
"03 Uppsala län","96",171
"03 Uppsala län","97",138
"03 Uppsala län","98",112
"03 Uppsala län","99",47
"03 Uppsala län","100+",75
"04 Södermanlands län","0",3217
"04 Södermanlands län","1",3428
"04 Södermanlands län","2",3630
"04 Södermanlands län","3",3733
"04 Södermanlands län","4",3599
"04 Södermanlands län","5",3708
"04 Södermanlands län","6",3637
"04 Södermanlands län","7",3666
"04 Södermanlands län","8",3577
"04 Södermanlands län","9",3704
"04 Södermanlands län","10",3646
"04 Södermanlands län","11",3611
"04 Södermanlands län","12",3724
"04 Södermanlands län","13",3731
"04 Södermanlands län","14",3623
"04 Södermanlands län","15",3580
"04 Södermanlands län","16",3589
"04 Södermanlands län","17",3495
"04 Södermanlands län","18",3457
"04 Södermanlands län","19",3388
"04 Södermanlands län","20",3224
"04 Södermanlands län","21",2993
"04 Södermanlands län","22",2843
"04 Södermanlands län","23",2947
"04 Södermanlands län","24",3170
"04 Södermanlands län","25",3253
"04 Södermanlands län","26",3551
"04 Södermanlands län","27",3633
"04 Södermanlands län","28",3807
"04 Södermanlands län","29",3876
"04 Södermanlands län","30",3773
"04 Södermanlands län","31",3696
"04 Södermanlands län","32",3424
"04 Södermanlands län","33",3512
"04 Södermanlands län","34",3472
"04 Södermanlands län","35",3478
"04 Södermanlands län","36",3314
"04 Södermanlands län","37",3292
"04 Södermanlands län","38",3343
"04 Södermanlands län","39",3457
"04 Södermanlands län","40",3291
"04 Södermanlands län","41",3401
"04 Södermanlands län","42",3363
"04 Södermanlands län","43",3307
"04 Södermanlands län","44",3558
"04 Södermanlands län","45",3786
"04 Södermanlands län","46",3607
"04 Södermanlands län","47",3797
"04 Södermanlands län","48",3757
"04 Södermanlands län","49",3722
"04 Södermanlands län","50",3625
"04 Södermanlands län","51",3856
"04 Södermanlands län","52",4092
"04 Södermanlands län","53",4043
"04 Södermanlands län","54",4024
"04 Södermanlands län","55",4051
"04 Södermanlands län","56",3619
"04 Södermanlands län","57",3657
"04 Södermanlands län","58",3430
"04 Södermanlands län","59",3458
"04 Södermanlands län","60",3487
"04 Södermanlands län","61",3450
"04 Södermanlands län","62",3414
"04 Södermanlands län","63",3482
"04 Södermanlands län","64",3432
"04 Södermanlands län","65",3249
"04 Södermanlands län","66",3426
"04 Södermanlands län","67",3451
"04 Södermanlands län","68",3422
"04 Södermanlands län","69",3530
"04 Södermanlands län","70",3733
"04 Södermanlands län","71",3777
"04 Södermanlands län","72",3803
"04 Södermanlands län","73",3757
"04 Södermanlands län","74",3678
"04 Södermanlands län","75",3669
"04 Södermanlands län","76",3216
"04 Södermanlands län","77",2843
"04 Södermanlands län","78",2377
"04 Södermanlands län","79",2218
"04 Södermanlands län","80",2156
"04 Södermanlands län","81",2003
"04 Södermanlands län","82",1586
"04 Södermanlands län","83",1668
"04 Södermanlands län","84",1308
"04 Södermanlands län","85",1255
"04 Södermanlands län","86",1158
"04 Södermanlands län","87",978
"04 Södermanlands län","88",900
"04 Södermanlands län","89",836
"04 Södermanlands län","90",648
"04 Södermanlands län","91",568
"04 Södermanlands län","92",472
"04 Södermanlands län","93",346
"04 Södermanlands län","94",298
"04 Södermanlands län","95",239
"04 Södermanlands län","96",170
"04 Södermanlands län","97",91
"04 Södermanlands län","98",81
"04 Södermanlands län","99",58
"04 Södermanlands län","100+",62
"05 Östergötlands län","0",5085
"05 Östergötlands län","1",5161
"05 Östergötlands län","2",5178
"05 Östergötlands län","3",5592
"05 Östergötlands län","4",5542
"05 Östergötlands län","5",5524
"05 Östergötlands län","6",5511
"05 Östergötlands län","7",5600
"05 Östergötlands län","8",5339
"05 Östergötlands län","9",5598
"05 Östergötlands län","10",5576
"05 Östergötlands län","11",5464
"05 Östergötlands län","12",5400
"05 Östergötlands län","13",5401
"05 Östergötlands län","14",5307
"05 Östergötlands län","15",5239
"05 Östergötlands län","16",5151
"05 Östergötlands län","17",5074
"05 Östergötlands län","18",4931
"05 Östergötlands län","19",5445
"05 Östergötlands län","20",5810
"05 Östergötlands län","21",5851
"05 Östergötlands län","22",5920
"05 Östergötlands län","23",6353
"05 Östergötlands län","24",6644
"05 Östergötlands län","25",6855
"05 Östergötlands län","26",6935
"05 Östergötlands län","27",6867
"05 Östergötlands län","28",7002
"05 Östergötlands län","29",6941
"05 Östergötlands län","30",6404
"05 Östergötlands län","31",6435
"05 Östergötlands län","32",6118
"05 Östergötlands län","33",6055
"05 Östergötlands län","34",5911
"05 Östergötlands län","35",5358
"05 Östergötlands län","36",5544
"05 Östergötlands län","37",5329
"05 Östergötlands län","38",5349
"05 Östergötlands län","39",5605
"05 Östergötlands län","40",5419
"05 Östergötlands län","41",5383
"05 Östergötlands län","42",5464
"05 Östergötlands län","43",5484
"05 Östergötlands län","44",5510
"05 Östergötlands län","45",6025
"05 Östergötlands län","46",5840
"05 Östergötlands län","47",5824
"05 Östergötlands län","48",5849
"05 Östergötlands län","49",5789
"05 Östergötlands län","50",5670
"05 Östergötlands län","51",5760
"05 Östergötlands län","52",6133
"05 Östergötlands län","53",6316
"05 Östergötlands län","54",6300
"05 Östergötlands län","55",6094
"05 Östergötlands län","56",5620
"05 Östergötlands län","57",5338
"05 Östergötlands län","58",5078
"05 Östergötlands län","59",5205
"05 Östergötlands län","60",5111
"05 Östergötlands län","61",5210
"05 Östergötlands län","62",5158
"05 Östergötlands län","63",5040
"05 Östergötlands län","64",4971
"05 Östergötlands län","65",4814
"05 Östergötlands län","66",5031
"05 Östergötlands län","67",4910
"05 Östergötlands län","68",4835
"05 Östergötlands län","69",5103
"05 Östergötlands län","70",5223
"05 Östergötlands län","71",5150
"05 Östergötlands län","72",5112
"05 Östergötlands län","73",5257
"05 Östergötlands län","74",4987
"05 Östergötlands län","75",4797
"05 Östergötlands län","76",4288
"05 Östergötlands län","77",4018
"05 Östergötlands län","78",3527
"05 Östergötlands län","79",3181
"05 Östergötlands län","80",3001
"05 Östergötlands län","81",2786
"05 Östergötlands län","82",2585
"05 Östergötlands län","83",2293
"05 Östergötlands län","84",2158
"05 Östergötlands län","85",1811
"05 Östergötlands län","86",1684
"05 Östergötlands län","87",1556
"05 Östergötlands län","88",1376
"05 Östergötlands län","89",1199
"05 Östergötlands län","90",1080
"05 Östergötlands län","91",876
"05 Östergötlands län","92",764
"05 Östergötlands län","93",620
"05 Östergötlands län","94",442
"05 Östergötlands län","95",330
"05 Östergötlands län","96",236
"05 Östergötlands län","97",159
"05 Östergötlands län","98",138
"05 Östergötlands län","99",86
"05 Östergötlands län","100+",87
"06 Jönköpings län","0",4141
"06 Jönköpings län","1",4292
"06 Jönköpings län","2",4277
"06 Jönköpings län","3",4503
"06 Jönköpings län","4",4487
"06 Jönköpings län","5",4542
"06 Jönköpings län","6",4417
"06 Jönköpings län","7",4534
"06 Jönköpings län","8",4626
"06 Jönköpings län","9",4630
"06 Jönköpings län","10",4471
"06 Jönköpings län","11",4495
"06 Jönköpings län","12",4464
"06 Jönköpings län","13",4408
"06 Jönköpings län","14",4290
"06 Jönköpings län","15",4354
"06 Jönköpings län","16",4294
"06 Jönköpings län","17",4308
"06 Jönköpings län","18",4118
"06 Jönköpings län","19",4135
"06 Jönköpings län","20",4301
"06 Jönköpings län","21",4258
"06 Jönköpings län","22",4070
"06 Jönköpings län","23",4361
"06 Jönköpings län","24",4487
"06 Jönköpings län","25",4775
"06 Jönköpings län","26",4817
"06 Jönköpings län","27",5153
"06 Jönköpings län","28",5107
"06 Jönköpings län","29",5048
"06 Jönköpings län","30",4865
"06 Jönköpings län","31",4902
"06 Jönköpings län","32",4592
"06 Jönköpings län","33",4584
"06 Jönköpings län","34",4535
"06 Jönköpings län","35",4272
"06 Jönköpings län","36",4236
"06 Jönköpings län","37",4204
"06 Jönköpings län","38",4009
"06 Jönköpings län","39",4230
"06 Jönköpings län","40",4240
"06 Jönköpings län","41",4128
"06 Jönköpings län","42",4149
"06 Jönköpings län","43",4234
"06 Jönköpings län","44",4342
"06 Jönköpings län","45",4436
"06 Jönköpings län","46",4483
"06 Jönköpings län","47",4538
"06 Jönköpings län","48",4693
"06 Jönköpings län","49",4608
"06 Jönköpings län","50",4497
"06 Jönköpings län","51",4830
"06 Jönköpings län","52",4875
"06 Jönköpings län","53",4856
"06 Jönköpings län","54",4933
"06 Jönköpings län","55",4645
"06 Jönköpings län","56",4490
"06 Jönköpings län","57",4259
"06 Jönköpings län","58",4082
"06 Jönköpings län","59",4056
"06 Jönköpings län","60",4066
"06 Jönköpings län","61",3994
"06 Jönköpings län","62",4021
"06 Jönköpings län","63",3998
"06 Jönköpings län","64",3998
"06 Jönköpings län","65",3889
"06 Jönköpings län","66",3885
"06 Jönköpings län","67",3827
"06 Jönköpings län","68",3785
"06 Jönköpings län","69",3793
"06 Jönköpings län","70",3994
"06 Jönköpings län","71",4094
"06 Jönköpings län","72",4100
"06 Jönköpings län","73",3946
"06 Jönköpings län","74",3861
"06 Jönköpings län","75",3735
"06 Jönköpings län","76",3395
"06 Jönköpings län","77",3148
"06 Jönköpings län","78",2661
"06 Jönköpings län","79",2532
"06 Jönköpings län","80",2454
"06 Jönköpings län","81",2286
"06 Jönköpings län","82",1993
"06 Jönköpings län","83",1861
"06 Jönköpings län","84",1671
"06 Jönköpings län","85",1553
"06 Jönköpings län","86",1404
"06 Jönköpings län","87",1326
"06 Jönköpings län","88",1193
"06 Jönköpings län","89",1061
"06 Jönköpings län","90",891
"06 Jönköpings län","91",779
"06 Jönköpings län","92",586
"06 Jönköpings län","93",499
"06 Jönköpings län","94",399
"06 Jönköpings län","95",281
"06 Jönköpings län","96",223
"06 Jönköpings län","97",143
"06 Jönköpings län","98",124
"06 Jönköpings län","99",89
"06 Jönköpings län","100+",95
"07 Kronobergs län","0",2328
"07 Kronobergs län","1",2356
"07 Kronobergs län","2",2381
"07 Kronobergs län","3",2546
"07 Kronobergs län","4",2393
"07 Kronobergs län","5",2459
"07 Kronobergs län","6",2544
"07 Kronobergs län","7",2459
"07 Kronobergs län","8",2426
"07 Kronobergs län","9",2539
"07 Kronobergs län","10",2530
"07 Kronobergs län","11",2499
"07 Kronobergs län","12",2404
"07 Kronobergs län","13",2493
"07 Kronobergs län","14",2367
"07 Kronobergs län","15",2435
"07 Kronobergs län","16",2330
"07 Kronobergs län","17",2323
"07 Kronobergs län","18",2279
"07 Kronobergs län","19",2210
"07 Kronobergs län","20",2534
"07 Kronobergs län","21",2408
"07 Kronobergs län","22",2397
"07 Kronobergs län","23",2367
"07 Kronobergs län","24",2587
"07 Kronobergs län","25",2646
"07 Kronobergs län","26",2706
"07 Kronobergs län","27",2900
"07 Kronobergs län","28",2813
"07 Kronobergs län","29",2888
"07 Kronobergs län","30",2696
"07 Kronobergs län","31",2644
"07 Kronobergs län","32",2590
"07 Kronobergs län","33",2517
"07 Kronobergs län","34",2435
"07 Kronobergs län","35",2425
"07 Kronobergs län","36",2305
"07 Kronobergs län","37",2427
"07 Kronobergs län","38",2318
"07 Kronobergs län","39",2446
"07 Kronobergs län","40",2419
"07 Kronobergs län","41",2321
"07 Kronobergs län","42",2342
"07 Kronobergs län","43",2389
"07 Kronobergs län","44",2502
"07 Kronobergs län","45",2482
"07 Kronobergs län","46",2401
"07 Kronobergs län","47",2381
"07 Kronobergs län","48",2475
"07 Kronobergs län","49",2390
"07 Kronobergs län","50",2467
"07 Kronobergs län","51",2561
"07 Kronobergs län","52",2693
"07 Kronobergs län","53",2593
"07 Kronobergs län","54",2587
"07 Kronobergs län","55",2539
"07 Kronobergs län","56",2343
"07 Kronobergs län","57",2294
"07 Kronobergs län","58",2149
"07 Kronobergs län","59",2133
"07 Kronobergs län","60",2203
"07 Kronobergs län","61",2159
"07 Kronobergs län","62",2121
"07 Kronobergs län","63",2276
"07 Kronobergs län","64",2194
"07 Kronobergs län","65",2161
"07 Kronobergs län","66",2174
"07 Kronobergs län","67",2235
"07 Kronobergs län","68",2257
"07 Kronobergs län","69",2196
"07 Kronobergs län","70",2268
"07 Kronobergs län","71",2303
"07 Kronobergs län","72",2234
"07 Kronobergs län","73",2260
"07 Kronobergs län","74",2165
"07 Kronobergs län","75",2095
"07 Kronobergs län","76",1934
"07 Kronobergs län","77",1728
"07 Kronobergs län","78",1446
"07 Kronobergs län","79",1359
"07 Kronobergs län","80",1319
"07 Kronobergs län","81",1239
"07 Kronobergs län","82",1222
"07 Kronobergs län","83",1075
"07 Kronobergs län","84",938
"07 Kronobergs län","85",908
"07 Kronobergs län","86",802
"07 Kronobergs län","87",777
"07 Kronobergs län","88",675
"07 Kronobergs län","89",604
"07 Kronobergs län","90",480
"07 Kronobergs län","91",467
"07 Kronobergs län","92",338
"07 Kronobergs län","93",283
"07 Kronobergs län","94",229
"07 Kronobergs län","95",184
"07 Kronobergs län","96",103
"07 Kronobergs län","97",77
"07 Kronobergs län","98",68
"07 Kronobergs län","99",53
"07 Kronobergs län","100+",49
"08 Kalmar län","0",2430
"08 Kalmar län","1",2608
"08 Kalmar län","2",2640
"08 Kalmar län","3",2684
"08 Kalmar län","4",2774
"08 Kalmar län","5",2749
"08 Kalmar län","6",2721
"08 Kalmar län","7",2868
"08 Kalmar län","8",2677
"08 Kalmar län","9",2884
"08 Kalmar län","10",2746
"08 Kalmar län","11",2760
"08 Kalmar län","12",2767
"08 Kalmar län","13",2673
"08 Kalmar län","14",2652
"08 Kalmar län","15",2682
"08 Kalmar län","16",2633
"08 Kalmar län","17",2685
"08 Kalmar län","18",2613
"08 Kalmar län","19",2645
"08 Kalmar län","20",2603
"08 Kalmar län","21",2406
"08 Kalmar län","22",2366
"08 Kalmar län","23",2530
"08 Kalmar län","24",2641
"08 Kalmar län","25",2751
"08 Kalmar län","26",3065
"08 Kalmar län","27",3125
"08 Kalmar län","28",3146
"08 Kalmar län","29",3230
"08 Kalmar län","30",3017
"08 Kalmar län","31",2947
"08 Kalmar län","32",2809
"08 Kalmar län","33",2671
"08 Kalmar län","34",2712
"08 Kalmar län","35",2659
"08 Kalmar län","36",2568
"08 Kalmar län","37",2615
"08 Kalmar län","38",2603
"08 Kalmar län","39",2490
"08 Kalmar län","40",2642
"08 Kalmar län","41",2501
"08 Kalmar län","42",2644
"08 Kalmar län","43",2623
"08 Kalmar län","44",2790
"08 Kalmar län","45",2836
"08 Kalmar län","46",2985
"08 Kalmar län","47",2982
"08 Kalmar län","48",3010
"08 Kalmar län","49",3025
"08 Kalmar län","50",2981
"08 Kalmar län","51",3144
"08 Kalmar län","52",3321
"08 Kalmar län","53",3415
"08 Kalmar län","54",3377
"08 Kalmar län","55",3381
"08 Kalmar län","56",3225
"08 Kalmar län","57",3097
"08 Kalmar län","58",2938
"08 Kalmar län","59",2997
"08 Kalmar län","60",3033
"08 Kalmar län","61",2991
"08 Kalmar län","62",2963
"08 Kalmar län","63",3186
"08 Kalmar län","64",3173
"08 Kalmar län","65",3155
"08 Kalmar län","66",3084
"08 Kalmar län","67",3098
"08 Kalmar län","68",3170
"08 Kalmar län","69",3153
"08 Kalmar län","70",3258
"08 Kalmar län","71",3301
"08 Kalmar län","72",3361
"08 Kalmar län","73",3341
"08 Kalmar län","74",3213
"08 Kalmar län","75",3044
"08 Kalmar län","76",2814
"08 Kalmar län","77",2605
"08 Kalmar län","78",2206
"08 Kalmar län","79",2059
"08 Kalmar län","80",2036
"08 Kalmar län","81",1832
"08 Kalmar län","82",1615
"08 Kalmar län","83",1557
"08 Kalmar län","84",1391
"08 Kalmar län","85",1261
"08 Kalmar län","86",1115
"08 Kalmar län","87",997
"08 Kalmar län","88",929
"08 Kalmar län","89",774
"08 Kalmar län","90",625
"08 Kalmar län","91",583
"08 Kalmar län","92",445
"08 Kalmar län","93",376
"08 Kalmar län","94",286
"08 Kalmar län","95",195
"08 Kalmar län","96",179
"08 Kalmar län","97",100
